id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
d75ad4bf1d9655b6,not-eligible,upstream-cvss,,,,
d985fecc6f7d7397,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"Bypassing execution payload verification in a major consensus client allows it to accept invalid blocks, leading to a chain split affecting >33% of the network."
06be7dc4c1ffb782,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A runtime panic in the per-slot task would crash all instances of this major client, potentially bringing down >33% of the network."
43576e330c45955b,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The issue is explicitly described as a 'debug panic', which does not exist in release builds and therefore has no impact on the live network."
ece24a10f23119be,High,bounty-graded,,,,
fdadaeae76f7adda,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can trigger a memory leak by sending attestations for invalid block roots, eventually causing OOM and crashing the node."
f0c89be58180fe71,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The issue is a very slow memory leak (~100MB/month) that is not triggerable by a single network packet or transaction.
441cd590285ea8e0,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"An integer overflow in consensus state processing for slashings can cause a major client (30-40%) to panic or diverge, leading to a chain split or network DOS."
feda16818c6bbc12,not-eligible,llm-estimated,none,local_internal,client_specific,The code diff only modifies internal helper functions explicitly marked for use in tests only.
e75f54cb22067027,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is a race condition during internal backfill sync, which is not triggerable by a single remote packet or transaction."
afc9b41ffe8ec2d1,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is located entirely within the test simulator directory and has no impact on production code or network stability.
2c259687cf14ae4d,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The bug is a local race condition in the RPC layer for validator duties, affecting only the local node and not the network consensus or global stability."
f570b50f8c94944d,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff contains only logging, a typo fix, and commented-out code, with no actual security vulnerability addressed."
c103b113f1a2c8ba,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug causes sync stalls via P2P messages in a client-specific sync manager, which does not affect consensus and only impacts the liveness of nodes running this specific client."
33cc33025aadc70b,not-eligible,llm-estimated,none,local_internal,client_specific,"The bug is in a REST API endpoint for validator duties, which has no network-scale impact on consensus or liveness."
5077742d8b3d4318,not-eligible,llm-estimated,none,local_internal,client_specific,"The bug is located in the testing simulator and only affects local node naming, with no remote trigger or network-scale impact."
64a79601f8e401e0,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The issue is a race condition causing redundant peer dials, which has no impact on network liveness, value integrity, or consensus."
67ffca50b8ce33e2,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,The bug is a harmless race condition that only produces an error log and has no impact on network stability or consensus.
391aaf2d387612fd,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A single malicious attestation packet can trigger a race condition causing a crash in a client with >33% market share.
4f58a472f0eb400f,not-eligible,llm-estimated,local_only,local_internal,client_specific,The bug is a local filesystem race condition during node startup and cannot be triggered by a remote network packet or transaction.
17820bd2afc9a6c4,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The race condition affects internal peer banning logic and does not lead to consensus failure, fund loss, or network-scale downtime."
908dd9777ad85c52,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The bug is a local race condition affecting disk persistence and cannot be triggered by a remote network packet or transaction.
6a3f34b643985500,not-eligible,upstream-cvss,,,,
0874abfc3f3c6c35,not-eligible,upstream-cvss,,,,
de21082590989a51,not-eligible,upstream-cvss,,,,
a2994fd9c4e902b5,not-eligible,upstream-cvss,,,,
b8b63590972c0b4b,not-eligible,upstream-cvss,,,,
f81c1c6c4cd53ffb,High,upstream-cvss,,,,
2c5be02f87ec3516,not-eligible,upstream-cvss,,,,
e3c3de650cc2d756,not-eligible,upstream-cvss,,,,
f6053ce4214c0e2f,High,upstream-cvss,,,,
ec135bb57dcdaf11,not-eligible,upstream-cvss,,,,
129b8d9aa37042b2,not-eligible,upstream-cvss,,,,
c270ee1db484c374,not-eligible,upstream-cvss,,,,
68ff71b20a037acc,not-eligible,upstream-cvss,,,,
fae5d09af808ab0d,not-eligible,upstream-cvss,,,,
b7f012e50f491cd5,not-eligible,upstream-cvss,,,,
c3c031e5d0d3a58f,not-eligible,upstream-cvss,,,,
549db54a08b84a72,not-eligible,upstream-cvss,,,,
35f87c8010492dfc,not-eligible,upstream-cvss,,,,
0908ebbb02d5386f,not-eligible,upstream-cvss,,,,
14dc0a1ddcd93c1a,not-eligible,upstream-cvss,,,,
f33253f8bf0b5a88,not-eligible,upstream-cvss,,,,
0ac70e6f2c09fba2,not-eligible,upstream-cvss,,,,
aaebd68c7471e204,not-eligible,upstream-cvss,,,,
a9699373a0e29168,not-eligible,upstream-cvss,,,,
bf721da8b6420d11,not-eligible,upstream-cvss,,,,
ed6278f67b7e7ac0,not-eligible,upstream-cvss,,,,
be09f8caf26f9d35,not-eligible,upstream-cvss,,,,
f794aeb8ccb9b8b9,not-eligible,upstream-cvss,,,,
8480d7f0c8d5d854,not-eligible,upstream-cvss,,,,
42197b25fc9788b9,not-eligible,upstream-cvss,,,,
863554f14a1816ff,not-eligible,upstream-cvss,,,,
2aae5c8c8cdf6c6a,not-eligible,upstream-cvss,,,,
c301aa99d94eacff,not-eligible,upstream-cvss,,,,
a0de2557672715e7,High,upstream-cvss,,,,
7104eec6b368ddb7,not-eligible,upstream-cvss,,,,
ded5a1dd6fea6e65,High,upstream-cvss,,,,
431fe0fc85c5e7b0,not-eligible,upstream-cvss,,,,
73349ded3d9a5d75,not-eligible,upstream-cvss,,,,
26333a99f530c12b,High,upstream-cvss,,,,
6ebe28c0c150cfbf,not-eligible,upstream-cvss,,,,
d399911713d80bc4,not-eligible,upstream-cvss,,,,
11641305ff48c094,High,upstream-cvss,,,,
600c7ff16d183d27,not-eligible,upstream-cvss,,,,
4effe9ba3e14d342,not-eligible,upstream-cvss,,,,
180447075deaab11,not-eligible,upstream-cvss,,,,
5103b235b8e5c8e0,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Remote API request can DoS a minor client (<5% market share), resulting in <5% network impact."
b448b33abb437adf,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Remote attacker can DoS this specific client via old gossip messages; however, as a <5% minority client, the network-wide impact is Low."
fa5e576f05f073d4,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The provided diff only adds type definitions and does not implement the validation logic required to prevent a DoS, and it affects a minority client (<5%) only."
077a9f819bac7497,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The defect is limited to metrics recording and REST API errors, which falls under 'no network impact (tooling / test / CLI / metrics)'."
bf32a3b90108f3e3,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is contained entirely within test utility functions used for benchmarks and has no impact on the network or production code.
d667f5521b90fcef,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,OOM crash via P2P messages affecting a client with <5% market share fits the Low severity definition for bringing down >0.01% of the network.
334ee8f63f618113,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses benchmark CI stability and OOM issues in test files, having no effect on production network code."
627dc96f9ed3da18,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The bug is a client-specific memory leak during sync that causes OOM on constrained hosts, not a network-scale exploit triggerable by a single packet."
f3de7b2e3feee854,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix addresses a memory leak in a minority client's P2P handling, which does not cause a network-scale failure or consensus split."
fc15c1b71dde3bb1,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,This is a dependency hygiene fix for a Node.js runtime memory leak and cannot be triggered by a single remote network packet or transaction.
6adddb3d67e542f6,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The vulnerability is a local race condition in the client's buffer pool management and cannot be triggered by a single remote network packet or transaction.
a659c402bdbf6aad,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The issue is a local race condition during state restoration and cannot be triggered by a remote network packet or transaction.
e0875dba7fc59251,not-eligible,upstream-cvss,,,,
8158d82e8cbbb457,not-eligible,upstream-cvss,,,,
6f47b946a82109c6,not-eligible,upstream-cvss,,,,
f1f4ba6018c8e107,not-eligible,upstream-cvss,,,,
04a0ecf48326af56,not-eligible,upstream-cvss,,,,
d4bfede4b22f39d8,not-eligible,upstream-cvss,,,,
886802452696b7ff,not-eligible,upstream-cvss,,,,
e60b2538cf2e22ef,not-eligible,llm-estimated,none,local_internal,client_specific,The change is purely a documentation update with no impact on software logic or network security.
31f30f00bdfebda9,not-eligible,upstream-cvss,,,,
f1da7d9cd5974246,not-eligible,llm-estimated,none,local_internal,client_specific,The changes are routine configuration updates and non-security code maintenance in the JSON-RPC filter store.
1d8b1fbdfd7cb457,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix is located entirely within the project's test base classes and affects test validation logic, not the production network-facing code."
531d5fb77c43307c,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The crash occurs within a tracing module, which is a non-consensus tool and does not impact network liveness, value integrity, or consensus."
bbb32c0ba16dd9e4,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can trigger a NullReferenceException via P2P messages to crash this specific client, but it does not affect the global consensus spec or >5% of the network simultaneously."
09bf2fecd5589ce3,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"This is a bug in a client-specific sync optimization that allows a peer to corrupt a booting node's local state, but it does not impact the network's consensus or global liveness."
3b40b7dafff6990f,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The crash loop is triggered by local configuration and interrupted startup, not by any remote network packet or transaction."
33aa75a59c082d37,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The issue is a local database encoding mismatch triggered by specific disk state, not by a remote network packet or on-chain transaction."
f28492eb0c67b03e,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes only fix flaky tests and perform minor variable refactoring in a constructor, with no impact on network consensus or security."
fd05ac177bc4446e,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A malformed packet triggering an OOB crash in a major client (~20-30% market share) would bring down >5% of the network.
7f8a81cce40f03cc,medium,llm-estimated,chain_split,remote_single_message_or_tx,client_specific,"Stale flat storage leads to incorrect state reads, causing a chain split for this client's users (~20-30% of network) triggered by on-chain state changes."
e8f370b40a8bc3ba,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A single crafted transaction can crash this client, and given its 20-30% market share, it would bring down >5% but <33% of the network."
38525b54c3367e7f,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Remote P2P packets can trigger a buffer leak in the IES engine, potentially leading to DoS via memory exhaustion."
9067395f14378426,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash occurs during a local pruning operation, which is an internal maintenance task not triggerable by a remote network packet or transaction."
960572d7911f02e8,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single crafted transaction can crash Nethermind nodes via RocksDB/iterator issues, affecting ~20-30% of the network."
b9988f4d3b1b33b2,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,A single transaction causing an EVM crash in a client with 20-30% market share brings down >5% of the network.
d197f59c235cd248,not-eligible,llm-estimated,none,local_internal,client_specific,The crash occurs during node restart due to local state handling and cannot be triggered by a remote packet or transaction.
8ea5fcbd6ea98af6,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Resource leak in a client-specific database implementation can cause a DoS for that client, but does not impact the global consensus spec or other clients."
6629f512c60beb95,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malicious transaction triggering a memory leak in a major client (~20-30% share) would crash those nodes, bringing down >5% of the network."
7577fc567dbe7cf1,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The vulnerability is in an RPC endpoint (trace_callMany), meaning it only affects the local node's availability and has no network-scale impact on consensus or validators."
5b696b261337ebfc,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A minor memory leak in the discovery layer is a client-specific resource issue that does not crash the node or split the network with a single remote packet.
7b20675e38b76a9f,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,This is a client-specific P2P stability bug that affects individual node synchronization and does not allow a single remote packet/transaction to impact the network at scale.
49bdef7dbe11ee47,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The bug is a local race condition in the client's specific database pruning logic that cannot be triggered by a single remote packet or transaction.
34563294d5405b84,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The issue is an internal race condition in client-specific synchronization logic and is not triggerable by a single remote network packet or transaction.
8146687f68ca3b3c,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote transaction could trigger a race condition causing a crash in a major client (~20-30% market share), bringing down >5% of the network."
337eeb50727ada52,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes only affect the test suite to fix flakiness and race conditions in mock objects, providing no impact on the production network."
d1144177dde545ec,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A race condition in the trie store pruning could crash nodes of this major client, potentially bringing down >5% of the network."
8693211856c8c81e,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The bug is a race condition in the node's internal initialization sequence, which cannot be triggered by a remote network packet or transaction."
e62a5b67d8923b86,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A spec-level divergence in canonical chain tracking affecting a major client (~20-30%) results in a chain split exceeding 5% but less than 33%.
7d38b83943e8e264,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The bug is an internal race condition during validator startup and cannot be triggered by a remote network packet or transaction.
f676788cf77e5ab9,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The fix concerns the AuRa PoA consensus mechanism, which is not used on Ethereum Mainnet and therefore cannot impact the public network."
188d172e9e7ef809,not-eligible,upstream-cvss,,,,
75d3f6cc3fcb5f75,not-eligible,upstream-cvss,,,,
0dde80e295e63829,not-eligible,upstream-cvss,,,,
78c46ad4df48602e,not-eligible,upstream-cvss,,,,
4d8d8755dcd2f8d0,not-eligible,upstream-cvss,,,,
6cdde5c12da34c80,not-eligible,upstream-cvss,,,,
c0b758e8ed8e49c5,not-eligible,upstream-cvss,,,,
536f8feb8a673f5a,not-eligible,upstream-cvss,,,,
a8d570b95dcdad65,not-eligible,upstream-cvss,,,,
d728145604d8dbfa,not-eligible,upstream-cvss,,,,
9b5968d628b7dcf1,not-eligible,upstream-cvss,,,,
af0982134121b409,not-eligible,upstream-cvss,,,,
8bfd6e4fb0e78b58,not-eligible,upstream-cvss,,,,
fbb6a78ea89f2529,not-eligible,upstream-cvss,,,,
7e630e8be1f74dd3,not-eligible,upstream-cvss,,,,
3c81b8d909cbf640,not-eligible,upstream-cvss,,,,
ce0be8e32650a563,not-eligible,upstream-cvss,,,,
b5a3fb8be62d102e,not-eligible,upstream-cvss,,,,
ede4eee7349afe3b,not-eligible,upstream-cvss,,,,
423568e90bce7817,not-eligible,upstream-cvss,,,,
cf01ff837146b639,not-eligible,upstream-cvss,,,,
a05e5b332d14e7d6,not-eligible,llm-estimated,chain_split,local_internal,spec_level,The overflow is unreachable via a single transaction because the required input size would exceed the network gas limit.
581cc994192a8331,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The bug is in the eth_simulate RPC method, which does not affect consensus, chain integrity, or network liveness."
1d4b947238307211,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A divergence in precompile execution between this client and others triggers a chain split affecting >5% of the network.
4da1ca8102ee1052,not-eligible,llm-estimated,none,local_internal,client_specific,The fix only applies to a development chain configuration and has no impact on the mainnet or public network operation.
f91595e89a47a686,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is located in Taiko-specific L2 logic within the client, not the core Ethereum consensus spec, meaning it cannot cause a network-scale split or crash as defined by the EF bounty."
9db428fe9c5d6d79,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"Preventing a 'checked' overflow exception in precompiles prevents a remote transaction from crashing a major client, which would affect >5% of the network."
c9626f85b80a5ae8,not-eligible,upstream-cvss,,,,
b4fdc692c3fb0182,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is an unhandled exception in a local RPC method, which does not impact the network's consensus or validity and is limited to the node's RPC interface."
88b611001d6769ac,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses internal utility size conversion extensions and is explicitly marked as internal-only with no remote trigger or network impact.
152ec5dc71b514bd,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The crash occurs during local keystore decryption, which requires local file access and has no impact on the network or consensus."
31f7bbc3306b8df0,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,A single malformed network packet causing a crash in a client representing ~20-30% of the network falls into the Medium tier (>5% but <33% impact).
bd43b562d0b51f33,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single transaction can trigger an integer overflow in the tracing logic, causing a crash of a major client (~20-30% of network), which exceeds the 5% threshold for Medium severity."
315fc605872ce612,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The vulnerability is triggered by a local configuration setting (MemoryHint) and cannot be reached via remote network packets or transactions.
2ae83a61417bb1a4,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can trigger a race condition via transaction broadcasting that crashes the node, affecting only the specific client implementation."
28707db7e501f0f9,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote peer can crash a Nethermind node via a specific P2P message sequence, and since Nethermind exceeds 5% of the network, this constitutes a Medium severity DoS."
50d7e71c0a4f67c1,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A crafted reorg can trigger an unbounded loop/memory exhaustion in Nethermind's local block tree healing, potentially crashing ~20-30% of the network."
0393546298d415f3,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The bug is an internal persistence logic error that the author cannot trigger via a remote transaction and is specific to this client's trie implementation.
8a71fdcad5d239d3,not-eligible,llm-estimated,none,local_internal,client_specific,"The vulnerability is located in a local helper tool, not the network-facing client, and has no impact on the blockchain or network liveness."
4c6aeb15a3ae3857,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote peer can trigger a sync hang in a major client, which is a local DoS of the sync process, impacting a small fraction of the network."
32eed109fb3aca6f,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A single malformed packet could crash Nethermind nodes via OOM, potentially bringing down >5% of the network."
524d675fe354bd25,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"This is a performance optimization for the JSON-RPC layer that does not impact network consensus, validator security, or chain integrity."
818f6bedb4ad228e,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The issue is a client-specific OOM during synchronization, not a single-packet/transaction attack capable of taking down a significant portion of the synced network."
6af0b38e312961bb,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The issue is a local resource exhaustion (OOM) during sync, triggered internally and not by a remote packet or transaction."
54cc23f1b38bc2a0,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses OOM issues occurring in CI and internal testing environments, posing no threat to the network via remote packets or transactions."
01086c24fef3c12b,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is triggered by local OOM during block insertion and only affects the local node's synchronization stability, not the wider network."
d37a0b4675fa4e12,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can hang a node's sync dispatcher via a P2P disconnect, causing a local DoS that affects a subset of nodes."
5611551eebfb018d,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is a race condition during internal object disposal (shutdown/restart), not triggerable by a remote network packet."
82e7c2c63c094aea,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,This is a fix for a race condition in a client-specific cache implementation that is not part of the network specification and does not result in a deterministic network-scale impact via a single tran
b2e7984b5df56b9a,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is an internal race condition in a client-specific cache and is explicitly labeled as internal_only, making it ineligible for bounty according to the provided criteria."
29b4c575331b5b82,low,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,A race condition in the client-specific sync logic that may crash the node but does not affect the consensus spec or the rest of the network.
729bc9be270c00ab,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The bug is a rare race condition in client-specific sync logic that cannot be triggered by a single remote packet or transaction to impact the network at scale.
f06033a129a05d8b,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The bug is a client-specific race condition causing a local node crash, which does not result in a network-scale split, slashing, or global DoS."
3ed7a350e773d06c,not-eligible,upstream-cvss,,,,
97302476f8748f8b,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malformed ENR packet can trigger a crash/leak, potentially taking down >5% of the network given the client's market share."
3d74c0f53be49bec,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Incorrect EVM padding logic in a major client leads to state divergence and a chain split via a single malicious transaction.
4bfeded60f519f72,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is in an RPC module, which is client-specific and does not affect consensus or the P2P layer, making it ineligible for network-scale impact rewards."
4ba5b7367ab0e8f4,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single crafted state/block can trigger an out-of-bounds read leading to a crash, potentially bringing down ~20-30% of the network."
57d4bd3b4d3de76d,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A single remote transaction could trigger an out-of-bounds exception in state-trie logic, crashing this major client (~20-30% market share), which falls under the Medium severity threshold (>5% down)."
7910cb8170983ff1,not-eligible,upstream-cvss,,,,
c95e5e1927f7000e,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The fix addresses memory leaks and cleanup logic during the merge transition, which does not result in a network-scale impact reachable by a single transaction."
e5cdf1267c374440,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A P2P-triggered memory leak/resource exhaustion can crash Nethermind nodes, affecting ~20-30% of the network, which falls into the Medium severity tier (>5% but <33%)."
66e0d6bebefd0782,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The vulnerability is located in the RPC tracing layer; while it can crash a single node via RPC, it does not impact the network's consensus, P2P stability, or global liveness."
f38334c6efaa3439,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"Malformed RLP input causes an unsafe memory read and process crash, potentially taking down ~20-30% of the network via a single remote packet."
260e8920be64e1af,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is located in the tracing logic, which is non-consensus/tooling code and does not impact network-scale state or validity."
640d3a61865309a7,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A divergence in Engine API reorg depth handling for a client with 20-30% market share would cause a chain split affecting >5% of the network.
cda3ff4453011d35,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The issue is a logic error in returning transaction receipts via an API facade and has no impact on consensus, value integrity, or network liveness."
38e9cc1399373c89,Medium,upstream-cvss,,,,
a77f21789fa2c141,Medium,upstream-cvss,,,,
8f89e36f53137ec1,Low,upstream-cvss,,,,
91be5fb47386972e,Medium,upstream-cvss,,,,
8ea9d695fd742389,Low,upstream-cvss,,,,
d79e95bdf607ae69,Low,upstream-cvss,,,,
f5673059ab2baede,Low,upstream-cvss,,,,
a547ede8f2789b98,Low,upstream-cvss,,,,
26271fb9361219e2,Low,upstream-cvss,,,,
df841336b2fde795,Low,upstream-cvss,,,,
ee64ce6a70c21853,Medium,upstream-cvss,,,,
528764f2acc95a45,Medium,upstream-cvss,,,,
0e317cff6099ba90,Medium,upstream-cvss,,,,
e1e26707910d1ad2,Low,upstream-cvss,,,,
498f88c549b37c7c,High,upstream-cvss,,,,
16963fc908c2af46,Low,upstream-cvss,,,,
303cca1a20612bc2,Low,upstream-cvss,,,,
b1fc0b9c73eb6da9,Low,upstream-cvss,,,,
8c0c58eb7d96a6ae,Low,upstream-cvss,,,,
eefb05d417a09b19,Low,upstream-cvss,,,,
4a1514b62c948230,Low,upstream-cvss,,,,
7c9dca6ca3831090,Low,upstream-cvss,,,,
6535bbaa97296b12,Medium,upstream-cvss,,,,
b513791c15aa2336,Medium,upstream-cvss,,,,
2cb44b7e3ca5ea1e,Low,upstream-cvss,,,,
9f335f86d3298cdf,not-eligible,upstream-cvss,,,,
77b794f40e511e51,not-eligible,upstream-cvss,,,,
0afb2b7cfb9e500c,not-eligible,upstream-cvss,,,,
e8fd93a62a2c3433,not-eligible,upstream-cvss,,,,
dff9103959311796,not-eligible,upstream-cvss,,,,
839c8ff51456a7b7,not-eligible,upstream-cvss,,,,
cd74fe38e1fbe4cc,not-eligible,upstream-cvss,,,,
0792cbbe78bd30b6,not-eligible,upstream-cvss,,,,
dfc4ef852ac6f7ca,not-eligible,upstream-cvss,,,,
1edc9efda54e2650,not-eligible,upstream-cvss,,,,
94f61c8313faaecd,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malicious P2P packet could trigger a crash in this minor client, affecting <10% of the network, which maps to Medium."
dbf79e282525656d,not-eligible,llm-estimated,none,local_internal,client_specific,The change is purely documentation and has no effect on the functioning of the software or the network.
ab8f97d248c19752,not-eligible,llm-estimated,none,local_internal,client_specific,The change only adds security disclosure documentation and does not modify any functional code.
5d32c47318eeb8bf,not-eligible,llm-estimated,local_only,local_internal,client_specific,"The fix concerns local filesystem permissions (ACLs) on Windows, which requires local access and cannot be triggered by a remote network packet or transaction."
d947f9347a9ae4b8,not-eligible,llm-estimated,none,local_internal,client_specific,The diff only contains cosmetic changes to CLI text formatting and wording for local wallet creation.
f50d4383c25ef633,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"Missing SSZ length validation allows a single malicious packet to crash the client; since the client is <10% but potentially >5% of the network, it meets the Medium threshold for bringing down a porti"
a611f744cf9c6927,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malicious attestation could cause unbounded memory growth and crash the client; since the client has <10% share, this falls into the Medium tier for bringing down >5% of the network."
c1a1414d2b40cd37,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote packet causes a crash (doAssert) in a minority client (<10%), which is a DoS for that client's users but cannot split the network."
1915888a1098c7db,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious P2P packet can crash this client; since it holds <10% but likely >5% of the network, it meets the Medium threshold for bringing down >5% of the network."
1a2cd4454f50685a,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix modifies a character string in a sync queue utility, which is client-specific logic with no impact on consensus or network-scale value/liveness."
0702c84eec41cc4b,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash occurs in the local validator monitoring loop and cannot be triggered by a single remote network packet or on-chain transaction.
092944fe3de08f60,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious P2P packet crashes the client; since the client is <10% and likely <5% of the network, it falls under Low (or Medium if >5%)."
e23f9388f2312d0e,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses a crash during process shutdown triggered by local signals, which has no remote reachability or network-scale impact."
c92079b64f47f2bf,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote network packet could crash this minor client (<10% share), resulting in a liveness DOS for a small fraction of the network."
48fb8a17df5b6c07,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,Crashing a light client does not constitute network-scale impact as it does not affect consensus or the majority of the network's operation.
1d98cdca2b0f2dd8,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The crash only affects the local node's RPC server and has no network-scale impact on consensus or the wider network.
